formula,id,identifier,is_public,last_modified,project,KS_indirect_eV,KS_direct_eV,QP_indirect,QP_direct,C_value
Ba2SiO4,5f22a1a2314c69f46a073bd4,mp-17612,True,2020-07-30T10:32:03.139000,dtu,6080.02,6092.35,8408.83,8421.16,2328.82
CdCO3,5f22a1a2314c69f46a073bd5,mp-4385,True,2020-07-30T10:32:03.124000,dtu,3597.19,4403.12,4939.26,5745.18,1342.07
NaZnP,5f22a1a268c0040305054df6,mp-4824,True,2020-07-30T10:32:02.232000,dtu,931.235,931.228,1344.8,1344.79,413.56
NaSb,5f22a1a268c0040305054df8,mp-7944,True,2020-07-30T10:32:02.466000,dtu,821.329,967.864,1269.15,1415.69,447.822
Tl3GeTe3,5f22a1a268c0040305054dfa,mp-17217,True,2020-07-30T10:32:02.708000,dtu,869.427,1133.65,1265.66,1529.88,396.23
NbTeBr3,5f22a1a268c0040305054dfc,mp-28038,True,2020-07-30T10:32:02.946000,dtu,1026.62,1101.79,1348.5,1423.68,321.884
Ta3I7,5f22a1a268c0040305054dfe,mp-23238,True,2020-07-30T10:32:03.155000,dtu,951.337,1004.06,1301.24,1353.97,349.907
Cs2PtBr6,5f22a1a26e5d7cb95325813b,mp-30062,True,2020-07-30T10:32:02.378000,dtu,1843.91,1859.22,2659.35,2674.67,815.443
Ba5P4,5f22a1a26e5d7cb95325813c,mp-17566,True,2020-07-30T10:32:02.387000,dtu,1593.46,1736.58,2345.43,2488.55,751.968
KYTe2,5f22a1a26e5d7cb95325813f,mp-16763,True,2020-07-30T10:32:02.647000,dtu,1873.79,2781.41,2732.0,3639.62,858.21
KSe,5f22a1a26e5d7cb953258140,mp-9268,True,2020-07-30T10:32:02.700000,dtu,1529.15,1901.65,2290.53,2663.03,761.383
Al2CdTe4,5f22a1a26e5d7cb953258143,mp-7909,True,2020-07-30T10:32:02.945000,dtu,1921.16,1921.14,2748.42,2748.4,827.257
NbCu3Se4,5f22a1a26e5d7cb953258144,mp-4043,True,2020-07-30T10:32:02.979000,dtu,1751.59,2136.71,2335.47,2720.6,583.885
Ca(MgAs)2,5f22a1a26e5d7cb953258147,mp-9564,True,2020-07-30T10:32:03.211000,dtu,1809.42,2110.52,2705.4,3006.5,895.982
AlICl6,5f22a1a2ad184a29bf240e4e,mp-27935,True,2020-07-30T10:32:02.335000,dtu,2816.56,2845.21,3919.21,3947.87,1102.65
SrTiO3,5f22a1a2ad184a29bf240e50,mp-4651,True,2020-07-30T10:32:02.517000,dtu,3067.71,3067.69,3871.86,3871.84,804.15
TaTl3Se4,5f22a1a2ad184a29bf240e52,mp-10644,True,2020-07-30T10:32:02.801000,dtu,2761.82,2764.47,3925.6,3928.25,1163.78
PI3,5f22a1a2ad184a29bf240e54,mp-27529,True,2020-07-30T10:32:03.096000,dtu,2647.28,2660.2,3912.33,3925.25,1265.05
HgMoO4,5f22a1a2b58a4a3d3003a40d,mp-19363,True,2020-07-30T10:32:02.259000,dtu,2593.33,2823.77,3419.48,3649.92,826.154
AsCl2F3,5f22a1a2b58a4a3d3003a40f,mp-23444,True,2020-07-30T10:32:02.257000,dtu,3911.57,3931.76,5506.06,5526.25,1594.49
CsBiF6,5f22a1a2b58a4a3d3003a412,mp-27422,True,2020-07-30T10:32:02.547000,dtu,3906.11,3961.43,5539.63,5594.95,1633.52
Ba3BAsO3,5f22a1a2b58a4a3d3003a413,mp-9793,True,2020-07-30T10:32:02.542000,dtu,2373.96,2484.67,3423.65,3534.36,1049.69
K2TeSe3,5f22a1a2b58a4a3d3003a416,mp-504959,True,2020-07-30T10:32:02.831000,dtu,2321.52,2339.59,3440.03,3458.1,1118.51
MgS,5f22a1a2b58a4a3d3003a417,mp-1315,True,2020-07-30T10:32:02.829000,dtu,3989.77,4721.19,5529.66,6261.07,1539.88
La2SO2,5f22a1a2b58a4a3d3003a41a,mp-4511,True,2020-07-30T10:32:03.119000,dtu,3992.59,4492.42,5517.83,6017.66,1525.23
BiSCl,5f22a1a2b58a4a3d3003a41b,mp-23318,True,2020-07-30T10:32:03.118000,dtu,2460.15,2517.49,3471.78,3529.12,1011.63
Li2CN2,5f22a1a2c5384985221ceb41,mp-9610,True,2020-07-30T10:32:02.252000,dtu,5065.57,5118.19,7140.99,7193.62,2075.43
RbZnPO4,5f22a1a2c5384985221ceb43,mp-18463,True,2020-07-30T10:32:02.488000,dtu,5071.28,5071.55,7060.94,7061.22,1989.67
CdS2O7,5f22a1a2c5384985221ceb45,mp-17586,True,2020-07-30T10:32:02.784000,dtu,5206.54,5208.58,7056.22,7058.27,1849.68
CaMgAsO4F,5f22a1a2c5384985221ceb47,mp-7035,True,2020-07-30T10:32:03.082000,dtu,5149.34,5149.3,7098.56,7098.52,1949.22
BaLiBO3,5f22a1a3314c69f46a073bd8,mp-6499,True,2020-07-30T10:32:03.400000,dtu,6119.55,6188.52,8386.3,8455.28,2266.76
CsNaSe,5f22a1a3314c69f46a073bd9,mp-8658,True,2020-07-30T10:32:03.406000,dtu,3315.11,3390.58,4902.12,4977.59,1587.01
CaCO3,5f22a1a3314c69f46a073bdc,mp-3953,True,2020-07-30T10:32:03.631000,dtu,6367.25,6387.83,8475.75,8496.33,2108.5
RbIO3,5f22a1a3314c69f46a073bdd,mp-27193,True,2020-07-30T10:32:03.630000,dtu,3603.34,3611.75,4905.23,4913.63,1301.88
LaCuO2,5f22a1a3314c69f46a073be0,mp-20072,True,2020-07-30T10:32:03.869000,dtu,3492.48,3604.68,4932.13,5044.34,1439.65
K2ZnF4,5f22a1a3314c69f46a073be1,mp-9583,True,2020-07-30T10:32:03.871000,dtu,6126.48,7035.44,8471.12,9380.09,2344.65
CaMoO4,5f22a1a3314c69f46a073be4,mp-19330,True,2020-07-30T10:32:04.108000,dtu,3907.26,3907.23,4906.39,4906.36,999.134
BaBeSiO4,5f22a1a3314c69f46a073be5,mp-550751,True,2020-07-30T10:32:04.127000,dtu,6120.12,6156.04,8528.62,8564.53,2408.49
CsAuI3,5f22a1a368c0040305054e00,mp-28453,True,2020-07-30T10:32:03.371000,dtu,910.924,910.917,1339.62,1339.61,428.692
HfBrN,5f22a1a368c0040305054e02,mp-30302,True,2020-07-30T10:32:03.565000,dtu,985.207,985.2,1308.51,1308.51,323.306
Sb(IF3)2,5f22a1a368c0040305054e04,mp-504965,True,2020-07-30T10:32:03.804000,dtu,884.86,920.39,1300.92,1336.45,416.06
CuTe2Cl,5f22a1a368c0040305054e06,mp-30971,True,2020-07-30T10:32:04.034000,dtu,927.246,1268.95,1344.94,1686.65,417.698
AlCuTe2,5f22a1a36e5d7cb953258148,mp-8017,True,2020-07-30T10:32:03.253000,dtu,1621.26,1621.24,2261.12,2261.1,639.86
KAuCl4,5f22a1a36e5d7cb95325814b,mp-27181,True,2020-07-30T10:32:03.472000,dtu,1913.31,1913.3,2729.86,2729.85,816.554
K2TiS3,5f22a1a36e5d7cb95325814c,mp-28766,True,2020-07-30T10:32:03.519000,dtu,1673.4,1673.39,2258.13,2258.12,584.727
NaMgAs,5f22a1a36e5d7cb95325814f,mp-5962,True,2020-07-30T10:32:03.800000,dtu,1833.47,1833.45,2718.96,2718.94,885.488
Rb2VAgS4,5f22a1a36e5d7cb953258150,mp-8901,True,2020-07-30T10:32:03.827000,dtu,1751.07,1869.51,2269.02,2387.45,517.942
InSbS3,5f22a1a36e5d7cb953258153,mp-21365,True,2020-07-30T10:32:04.052000,dtu,1871.71,1948.97,2696.91,2774.17,825.199
Na2PtS2,5f22a1a36e5d7cb953258154,mp-10246,True,2020-07-30T10:32:04.128000,dtu,1704.11,2183.38,2358.63,2837.9,654.521
HgPb2(ClO)2,5f22a1a3ad184a29bf240e56,mp-546862,True,2020-07-30T10:32:03.358000,dtu,2796.25,3225.58,3896.82,4326.15,1100.57
Rb2TiCl6,5f22a1a3ad184a29bf240e58,mp-27827,True,2020-07-30T10:32:03.626000,dtu,3006.4,3018.56,3888.68,3900.85,882.282
Hf(PS3)2,5f22a1a3ad184a29bf240e5a,mp-14444,True,2020-07-30T10:32:03.836000,dtu,2839.08,2885.51,3905.97,3952.4,1066.9
CsAgBr2,5f22a1a3ad184a29bf240e5c,mp-23454,True,2020-07-30T10:32:04.045000,dtu,2754.63,3035.25,4024.77,4305.39,1270.14
Rb2CdCl4,5f22a1a3b58a4a3d3003a41e,mp-505668,True,2020-07-30T10:32:03.397000,dtu,3848.09,4235.84,5469.88,5857.63,1621.79
Tl2TeBr6,5f22a1a3b58a4a3d3003a41f,mp-31076,True,2020-07-30T10:32:03.401000,dtu,2497.91,2638.62,3504.04,3644.75,1006.13
Mg3TeO6,5f22a1a3b58a4a3d3003a422,mp-3118,True,2020-07-30T10:32:03.659000,dtu,4004.36,4165.57,5497.07,5658.28,1492.71
NaTl2RhF6,5f22a1a3b58a4a3d3003a423,mp-14037,True,2020-07-30T10:32:03.664000,dtu,2662.87,2674.7,3498.94,3510.77,836.067
KNO3,5f22a1a3b58a4a3d3003a426,mp-5158,True,2020-07-30T10:32:03.940000,dtu,4018.91,4018.89,5482.16,5482.14,1463.25
ZnPtF6,5f22a1a3b58a4a3d3003a427,mp-8256,True,2020-07-30T10:32:03.938000,dtu,2654.44,2654.42,3482.93,3482.91,828.488
TaAgF6,5f22a1a3c5384985221ceb49,mp-29993,True,2020-07-30T10:32:03.367000,dtu,4875.59,4888.95,7218.38,7231.73,2342.78
ZnSnF6,5f22a1a3c5384985221ceb4b,mp-13903,True,2020-07-30T10:32:03.622000,dtu,5265.76,5265.72,7235.33,7235.29,1969.56
Na4SiO4,5f22a1a3c5384985221ceb4d,mp-7500,True,2020-07-30T10:32:03.897000,dtu,5082.94,5138.23,7227.94,7283.23,2145.0
Cs2Li2TiO4,5f22a1a3c5384985221ceb4f,mp-8294,True,2020-07-30T10:32:04.124000,dtu,5383.33,5473.57,7239.64,7329.88,1856.31
Rb2Se,5f22a1a4314c69f46a073be8,mp-11327,True,2020-07-30T10:32:04.418000,dtu,3153.03,3391.0,4976.4,5214.37,1823.37
YCl3,5f22a1a4314c69f46a073be9,mp-27455,True,2020-07-30T10:32:04.382000,dtu,6260.98,6309.06,8554.44,8602.52,2293.46
RbNa3Li12(SiO4)4,5f22a1a4314c69f46a073bec,mp-17240,True,2020-07-30T10:32:04.638000,dtu,6114.5,6187.55,8562.1,8635.15,2447.6
Tl3PO4,5f22a1a4314c69f46a073bed,mp-5709,True,2020-07-30T10:32:04.665000,dtu,3443.92,3585.5,5016.28,5157.86,1572.36
CaMg(CO3)2,5f22a1a4314c69f46a073bf0,mp-6459,True,2020-07-30T10:32:04.878000,dtu,6434.8,6674.45,8586.83,8826.48,2152.03
Sr2InI5,5f22a1a4314c69f46a073bf1,mp-23504,True,2020-07-30T10:32:04.956000,dtu,3358.44,3371.24,5011.75,5024.55,1653.31
TlClO4,5f22a1a4314c69f46a073bf3,mp-30530,True,2020-07-30T10:32:05.110000,dtu,6139.41,6139.37,8653.48,8653.43,2514.07
KCuSe,5f22a1a468c0040305054e08,mp-7435,True,2020-07-30T10:32:04.270000,dtu,872.468,872.462,1261.16,1261.15,388.693
PbSe,5f22a1a468c0040305054e0a,mp-20667,True,2020-07-30T10:32:04.512000,dtu,946.394,946.387,1370.38,1370.37,423.984
Bi2Pt2O7,5f22a1a468c0040305054e0c,mp-23341,True,2020-07-30T10:32:04.738000,dtu,1030.18,1074.82,1355.74,1400.37,325.555
TlAgSe,5f22a1a468c0040305054e0e,mp-29238,True,2020-07-30T10:32:04.928000,dtu,959.596,959.589,1403.15,1403.14,443.553
Cs2Ni3Se4,5f22a1a468c0040305054e10,mp-14336,True,2020-07-30T10:32:05.141000,dtu,994.198,1220.25,1379.66,1605.72,385.463
Na2ZrSe3,5f22a1a46e5d7cb953258156,mp-7219,True,2020-07-30T10:32:04.355000,dtu,1938.95,2127.74,2735.37,2924.16,796.417
ZnO,5f22a1a46e5d7cb953258158,mp-2133,True,2020-07-30T10:32:04.408000,dtu,1635.79,1635.78,2400.67,2400.66,764.879
Cs2ZrSe3,5f22a1a46e5d7cb95325815b,mp-9856,True,2020-07-30T10:32:04.646000,dtu,1909.56,1910.67,2684.56,2685.67,775.003
Ga2PdI8,5f22a1a46e5d7cb95325815c,mp-30946,True,2020-07-30T10:32:04.651000,dtu,1702.81,1736.67,2431.35,2465.21,728.54
Hg2WO4,5f22a1a46e5d7cb95325815f,mp-32542,True,2020-07-30T10:32:04.898000,dtu,2019.95,2279.13,2708.39,2967.58,688.446
AlAgSe2,5f22a1a46e5d7cb953258160,mp-14091,True,2020-07-30T10:32:04.903000,dtu,1660.41,1660.4,2410.18,2410.16,749.763
ZrFeCl6,5f22a1a46e5d7cb953258163,mp-28208,True,2020-07-30T10:32:05.172000,dtu,1964.83,1979.77,2691.19,2706.13,726.357
CdS,5f22a1a46e5d7cb953258164,mp-672,True,2020-07-30T10:32:05.198000,dtu,1667.28,1667.27,2419.12,2419.11,751.839
RbAuF4,5f22a1a4ad184a29bf240e5e,mp-3419,True,2020-07-30T10:32:04.254000,dtu,2999.85,3004.99,4008.09,4013.24,1008.25
GeS2,5f22a1a4ad184a29bf240e60,mp-542613,True,2020-07-30T10:32:04.447000,dtu,2849.65,2927.96,3991.87,4070.19,1142.23
Rb3BP2,5f22a1a4ad184a29bf240e62,mp-9720,True,2020-07-30T10:32:04.683000,dtu,2653.18,2730.97,3979.8,4057.59,1326.62
Mg2GeS4,5f22a1a4ad184a29bf240e64,mp-17441,True,2020-07-30T10:32:04.895000,dtu,2818.08,2957.66,3999.63,4139.21,1181.55
CsICl2,5f22a1a4ad184a29bf240e66,mp-22990,True,2020-07-30T10:32:05.153000,dtu,2817.42,2931.96,4003.32,4117.87,1185.9
Rb3BAs2,5f22a1a4b58a4a3d3003a42a,mp-9718,True,2020-07-30T10:32:04.215000,dtu,2310.13,2401.27,3483.19,3574.33,1173.06
K3BiO3,5f22a1a4b58a4a3d3003a42b,mp-29524,True,2020-07-30T10:32:04.208000,dtu,3779.36,3779.33,5527.76,5527.73,1748.4
BaSn(GeO3)3,5f22a1a4b58a4a3d3003a42e,mp-540635,True,2020-07-30T10:32:04.463000,dtu,3953.43,4044.08,5479.61,5570.26,1526.18
Hg3(SF)2,5f22a1a4b58a4a3d3003a42f,mp-7580,True,2020-07-30T10:32:04.465000,dtu,2441.96,2532.46,3537.37,3627.87,1095.41
Na3ClO,5f22a1a4b58a4a3d3003a432,mp-28602,True,2020-07-30T10:32:04.718000,dtu,3858.97,3858.94,5472.99,5472.96,1614.02
RbAuO,5f22a1a4b58a4a3d3003a433,mp-10547,True,2020-07-30T10:32:04.717000,dtu,2429.49,2455.15,3457.31,3482.97,1027.82
Sr3(GaN2)2,5f22a1a4b58a4a3d3003a436,mp-16945,True,2020-07-30T10:32:04.957000,dtu,2372.97,2372.95,3473.71,3473.7,1100.75
Sr2YNbO6,5f22a1a4b58a4a3d3003a437,mp-6019,True,2020-07-30T10:32:04.950000,dtu,4419.75,4458.09,5503.14,5541.48,1083.39
CsZnPO4,5f22a1a4c5384985221ceb51,mp-18673,True,2020-07-30T10:32:04.340000,dtu,5185.72,5185.68,7223.46,7223.42,2037.74
TlTeF5,5f22a1a4c5384985221ceb53,mp-29903,True,2020-07-30T10:32:04.613000,dtu,5355.76,5542.03,7205.38,7391.66,1849.62
NaSbF4,5f22a1a4c5384985221ceb55,mp-29269,True,2020-07-30T10:32:04.873000,dtu,5288.28,5305.07,7177.1,7193.89,1888.82
SrZn2(PO4)2,5f22a1a4c5384985221ceb57,mp-8810,True,2020-07-30T10:32:05.098000,dtu,5182.79,5182.75,7267.73,7267.69,2084.94
Cs2Zn3S4,5f22a1a5314c69f46a073bf5,mp-505633,True,2020-07-30T10:32:05.272000,dtu,3502.85,3502.82,4997.83,4997.8,1494.98
KCaCO3F,5f22a1a5314c69f46a073bf7,mp-6867,True,2020-07-30T10:32:05.319000,dtu,6481.74,6484.42,8696.53,8699.2,2214.78
NaLiSe,5f22a1a5314c69f46a073bf9,mp-28603,True,2020-07-30T10:32:05.508000,dtu,3476.92,3476.9,5044.41,5044.38,1567.49
Li2O,5f22a1a5314c69f46a073bfb,mp-553090,True,2020-07-30T10:32:05.553000,dtu,6058.54,6058.5,8775.45,8775.4,2716.91
Li6WN4,5f22a1a5314c69f46a073bfe,mp-3503,True,2020-07-30T10:32:05.746000,dtu,3757.09,3770.3,5020.43,5033.64,1263.34
La2SO6,5f22a1a5314c69f46a073bff,mp-4078,True,2020-07-30T10:32:05.789000,dtu,6605.97,6723.46,8846.7,8964.19,2240.73
Ta2O5,5f22a1a5314c69f46a073c02,mp-10390,True,2020-07-30T10:32:06,dtu,4200.79,4398.15,5143.26,5340.62,942.477
Mg3(BO3)2,5f22a1a5314c69f46a073c03,mp-5005,True,2020-07-30T10:32:06.030000,dtu,6457.45,6757.12,8874.95,9174.62,2417.5
Te2Mo,5f22a1a568c0040305054e12,mp-602,True,2020-07-30T10:32:05.350000,dtu,1029.48,1037.2,1410.82,1418.55,381.344
Na2SbAu,5f22a1a568c0040305054e14,mp-7774,True,2020-07-30T10:32:05.610000,dtu,950.73,1048.54,1431.2,1529.0,480.465
Rb(MoS)3,5f22a1a568c0040305054e16,mp-8117,True,2020-07-30T10:32:05.813000,dtu,1048.12,1158.02,1396.57,1506.47,348.456
Cs2PtI6,5f22a1a568c0040305054e18,mp-23060,True,2020-07-30T10:32:06.041000,dtu,935.063,954.573,1375.68,1395.19,440.612
Ca3C3Cl2,5f22a1a56e5d7cb953258167,mp-28160,True,2020-07-30T10:32:05.445000,dtu,1980.78,2038.12,2811.92,2869.26,831.133
Ba(MgAs)2,5f22a1a56e5d7cb953258168,mp-8280,True,2020-07-30T10:32:05.504000,dtu,1545.35,1968.24,2370.5,2793.39,825.154
Ga2TeSe2,5f22a1a56e5d7cb95325816b,mp-28423,True,2020-07-30T10:32:05.754000,dtu,1988.42,1988.4,2771.79,2771.77,783.369
Cs2Pt3Se4,5f22a1a56e5d7cb95325816c,mp-14338,True,2020-07-30T10:32:05.845000,dtu,1750.03,1813.97,2426.74,2490.67,676.705
ZnPdF6,5f22a1a56e5d7cb95325816e,mp-13983,True,2020-07-30T10:32:06.061000,dtu,2109.1,2109.96,2829.83,2830.7,720.734
CsGaTe2,5f22a1a56e5d7cb953258170,mp-17688,True,2020-07-30T10:32:06.131000,dtu,1692.66,1692.64,2417.89,2417.88,725.231
RbAuS,5f22a1a5ad184a29bf240e68,mp-9010,True,2020-07-30T10:32:05.452000,dtu,2898.29,3038.85,4018.89,4159.46,1120.6
RbLaSe2,5f22a1a5ad184a29bf240e6a,mp-7176,True,2020-07-30T10:32:05.744000,dtu,2755.99,3132.21,4031.62,4407.83,1275.63
CaV2O6,5f22a1a5ad184a29bf240e6c,mp-32526,True,2020-07-30T10:32:06.064000,dtu,3357.24,3394.92,4041.54,4079.22,684.301
SbBr3,5f22a1a5b58a4a3d3003a43a,mp-27399,True,2020-07-30T10:32:05.227000,dtu,3843.67,4024.45,5504.34,5685.12,1660.66
AsI3,5f22a1a5b58a4a3d3003a43b,mp-23218,True,2020-07-30T10:32:05.228000,dtu,2461.3,2557.91,3540.23,3636.84,1078.93
BiOF,5f22a1a5b58a4a3d3003a43e,mp-23074,True,2020-07-30T10:32:05.528000,dtu,4187.25,4187.22,5638.92,5638.89,1451.67
SrCuSF,5f22a1a5b58a4a3d3003a43f,mp-12444,True,2020-07-30T10:32:05.522000,dtu,2515.73,2515.71,3541.88,3541.86,1026.15
NaAuF4,5f22a1a5b58a4a3d3003a442,mp-7388,True,2020-07-30T10:32:05.824000,dtu,2621.74,2621.72,3484.11,3484.09,862.373
BaAl2Sb2O7,5f22a1a5b58a4a3d3003a443,mp-12885,True,2020-07-30T10:32:05.849000,dtu,3855.22,4111.2,5579.78,5835.77,1724.56
PbCN2,5f22a1a5b58a4a3d3003a446,mp-19727,True,2020-07-30T10:32:06.150000,dtu,2519.5,2772.84,3540.08,3793.42,1020.58
YNbO4,5f22a1a5b58a4a3d3003a447,mp-5387,True,2020-07-30T10:32:06.232000,dtu,4588.58,4728.46,5632.34,5772.22,1043.76
KI,5f22a1a5c5384985221ceb59,mp-22898,True,2020-07-30T10:32:05.316000,dtu,4785.83,4785.8,7270.28,7270.25,2484.45
K4Be3O5,5f22a1a5c5384985221ceb5b,mp-28158,True,2020-07-30T10:32:05.526000,dtu,5183.98,5192.7,7327.69,7336.41,2143.71
NaLi2AsO4,5f22a1a5c5384985221ceb5d,mp-9066,True,2020-07-30T10:32:05.743000,dtu,5207.24,5286.06,7319.51,7398.33,2112.27
PbF2,5f22a1a5c5384985221ceb5f,mp-315,True,2020-07-30T10:32:05.959000,dtu,5436.27,5537.47,7419.44,7520.65,1983.18
AsBr3,5f22a1a6314c69f46a073c06,mp-23317,True,2020-07-30T10:32:06.299000,dtu,3588.99,3777.34,5116.32,5304.67,1527.33
LiAlSiO4,5f22a1a6314c69f46a073c07,mp-18220,True,2020-07-30T10:32:06.272000,dtu,6294.02,6369.65,8887.89,8963.52,2593.87
Na2BeB2O5,5f22a1a6314c69f46a073c0a,mp-16737,True,2020-07-30T10:32:06.511000,dtu,6484.32,6494.56,9004.1,9014.33,2519.78
TiCdO3,5f22a1a6314c69f46a073c0b,mp-13641,True,2020-07-30T10:32:06.549000,dtu,3748.35,3790.93,5098.72,5141.3,1350.37
Cs2SrP2O7,5f22a1a6314c69f46a073c0e,mp-14355,True,2020-07-30T10:32:06.821000,dtu,6528.21,6528.16,9004.98,9004.93,2476.77
Rb2ZnI4,5f22a1a6314c69f46a073c0f,mp-505748,True,2020-07-30T10:32:06.835000,dtu,3517.16,3517.14,5103.04,5103.01,1585.88
CsLiCl2,5f22a1a6314c69f46a073c12,mp-23364,True,2020-07-30T10:32:07.056000,dtu,6397.08,6595.41,9132.28,9330.62,2735.21
TlNO3,5f22a1a6314c69f46a073c13,mp-5915,True,2020-07-30T10:32:07.073000,dtu,3741.94,3770.85,5129.66,5158.57,1387.72
Cd2As3I,5f22a1a668c0040305054e1a,mp-27577,True,2020-07-30T10:32:06.261000,dtu,944.385,1248.36,1355.4,1659.38,411.019
In2HgSe4,5f22a1a668c0040305054e1c,mp-20731,True,2020-07-30T10:32:06.470000,dtu,922.898,922.891,1365.97,1365.96,443.071
NbI3O,5f22a1a668c0040305054e1e,mp-546285,True,2020-07-30T10:32:06.694000,dtu,1044.58,1065.69,1377.88,1398.99,333.292
InAgS2,5f22a1a668c0040305054e20,mp-19833,True,2020-07-30T10:32:06.912000,dtu,983.602,983.595,1433.85,1433.85,450.253
ZrCl3,5f22a1a668c0040305054e22,mp-22871,True,2020-07-30T10:32:07.166000,dtu,1078.93,1225.01,1428.77,1574.85,349.845
Tl3BO3,5f22a1a66e5d7cb953258172,mp-4584,True,2020-07-30T10:32:06.422000,dtu,1977.78,1979.38,2793.18,2794.78,815.403
MoS2Cl3,5f22a1a66e5d7cb953258174,mp-504716,True,2020-07-30T10:32:06.442000,dtu,1785.15,1796.31,2353.45,2364.61,568.297
Cl2O,5f22a1a66e5d7cb953258177,mp-505466,True,2020-07-30T10:32:06.731000,dtu,1912.83,1953.54,2753.21,2793.92,840.379
BaSnO3,5f22a1a66e5d7cb953258178,mp-3163,True,2020-07-30T10:32:06.746000,dtu,1712.58,1982.66,2355.81,2625.89,643.224
Sr3(AlP2)2,5f22a1a66e5d7cb95325817b,mp-9843,True,2020-07-30T10:32:07.046000,dtu,1870.38,1870.37,2762.16,2762.15,891.777
HgO,5f22a1a66e5d7cb95325817c,mp-1224,True,2020-07-30T10:32:07.120000,dtu,1712.29,2034.29,2440.06,2762.05,727.767
ScVO4,5f22a1a6ad184a29bf240e6e,mp-19247,True,2020-07-30T10:32:06.330000,dtu,3309.58,3309.55,4016.19,4016.17,706.614
Li2GePbS4,5f22a1a6ad184a29bf240e70,mp-19896,True,2020-07-30T10:32:06.647000,dtu,2782.46,2885.94,3952.54,4056.02,1170.08
VCl3O,5f22a1a6ad184a29bf240e72,mp-504820,True,2020-07-30T10:32:06.984000,dtu,3184.76,3184.73,4045.43,4045.41,860.678
VBiO4,5f22a1a6b58a4a3d3003a449,mp-613172,True,2020-07-30T10:32:06.487000,dtu,2929.88,2929.85,3518.6,3518.58,588.722
Li3SbO4,5f22a1a6b58a4a3d3003a44b,mp-5769,True,2020-07-30T10:32:06.583000,dtu,4003.09,4060.29,5577.36,5634.56,1574.28
ScAgO2,5f22a1a6b58a4a3d3003a44d,mp-11022,True,2020-07-30T10:32:06.747000,dtu,2580.54,3010.75,3604.25,4034.46,1023.71
LiGaCl3,5f22a1a6b58a4a3d3003a44f,mp-29344,True,2020-07-30T10:32:06.959000,dtu,4219.32,4283.22,5623.89,5687.8,1404.58
BiSBr,5f22a1a6b58a4a3d3003a451,mp-23324,True,2020-07-30T10:32:07.101000,dtu,2498.33,2554.72,3554.14,3610.53,1055.81
Ba3Nb2O8,5f22a1a6c5384985221ceb61,mp-542201,True,2020-07-30T10:32:06.219000,dtu,5706.34,5741.37,7368.59,7403.62,1662.25
NbF5,5f22a1a6c5384985221ceb63,mp-18687,True,2020-07-30T10:32:06.471000,dtu,6137.38,6142.88,7352.77,7358.28,1215.39
Li3AsO4,5f22a1a6c5384985221ceb65,mp-9197,True,2020-07-30T10:32:06.665000,dtu,5266.02,5354.7,7403.4,7492.08,2137.38
AlBr3,5f22a1a6c5384985221ceb67,mp-23288,True,2020-07-30T10:32:06.871000,dtu,5193.65,5193.61,7496.71,7496.67,2303.05
BaTiF6,5f22a1a6c5384985221ceb69,mp-8291,True,2020-07-30T10:32:07.084000,dtu,6050.23,6102.67,7458.47,7510.91,1408.24
CsSbF6,5f22a1a7314c69f46a073c16,mp-9636,True,2020-07-30T10:32:07.291000,dtu,6681.43,6700.24,9106.06,9124.87,2424.64
K3Ta3Si2O13,5f22a1a7314c69f46a073c17,mp-16855,True,2020-07-30T10:32:07.359000,dtu,4153.71,4153.68,5072.34,5072.31,918.628
RbBaPO4,5f22a1a7314c69f46a073c19,mp-17832,True,2020-07-30T10:32:07.581000,dtu,6613.3,6613.25,9072.12,9072.07,2458.82
Ba3Zn6Si4TeO20,5f22a1a7314c69f46a073c1b,mp-543034,True,2020-07-30T10:32:07.582000,dtu,3647.16,3725.7,5053.13,5131.68,1405.98
K2MgCl4,5f22a1a7314c69f46a073c1e,mp-27207,True,2020-07-30T10:32:07.820000,dtu,6428.41,6629.73,9166.39,9367.71,2737.98
NbInO4,5f22a1a7314c69f46a073c1f,mp-9595,True,2020-07-30T10:32:07.839000,dtu,4072.4,4235.57,5137.43,5300.6,1065.03
Rb2B4O7,5f22a1a7314c69f46a073c22,mp-16980,True,2020-07-30T10:32:08.064000,dtu,6670.91,6687.66,9150.4,9167.15,2479.49
KInBr4,5f22a1a7314c69f46a073c23,mp-22932,True,2020-07-30T10:32:08.126000,dtu,3611.35,3611.32,5192.68,5192.65,1581.33
GaAgO2,5f22a1a768c0040305054e24,mp-11020,True,2020-07-30T10:32:07.440000,dtu,1062.5,2127.82,1471.66,2536.98,409.16
Rb2(NbCl3)3,5f22a1a768c0040305054e26,mp-22976,True,2020-07-30T10:32:07.702000,dtu,1203.45,1208.67,1549.94,1555.16,346.496
Rb3Bi,5f22a1a768c0040305054e28,mp-23304,True,2020-07-30T10:32:07.982000,dtu,884.222,950.429,1535.21,1601.42,650.99
K7TaAs4,5f22a1a76e5d7cb95325817e,mp-18073,True,2020-07-30T10:32:07.382000,dtu,1954.75,1963.92,2842.64,2851.81,887.891
NaAsS2,5f22a1a76e5d7cb953258180,mp-5942,True,2020-07-30T10:32:07.350000,dtu,1631.33,1631.32,2401.75,2401.73,770.412
