formula,id,identifier,is_public,last_modified,project,KS_indirect_eV,KS_direct_eV,QP_indirect,QP_direct,C_value
Tl3BSe3,5f22a1a76e5d7cb953258183,mp-28490,True,2020-07-30T10:32:07.596000,dtu,1620.11,1821.37,2370.2,2571.45,750.088
Rb2TeI6,5f22a1a76e5d7cb953258184,mp-28070,True,2020-07-30T10:32:07.686000,dtu,1919.87,2094.78,2794.04,2968.95,874.171
CsLa2CuSe4,5f22a1a76e5d7cb953258186,mp-505815,True,2020-07-30T10:32:07.888000,dtu,1682.34,1724.16,2419.08,2460.91,736.747
NbCu3S4,5f22a1a76e5d7cb953258188,mp-5621,True,2020-07-30T10:32:07.917000,dtu,2151.54,2539.58,2847.37,3235.41,695.833
Na6P4W,5f22a1a76e5d7cb95325818b,mp-9007,True,2020-07-30T10:32:08.179000,dtu,1634.14,1634.43,2383.72,2384.01,749.579
LaBi2IO4,5f22a1a76e5d7cb95325818c,mp-546672,True,2020-07-30T10:32:08.196000,dtu,2004.67,2364.82,2847.84,3207.99,843.171
SiSe2,5f22a1a7ad184a29bf240e74,mp-22142,True,2020-07-30T10:32:07.232000,dtu,2905.73,2913.04,4138.91,4146.22,1233.18
KSn2Br5,5f22a1a7ad184a29bf240e76,mp-23541,True,2020-07-30T10:32:07.457000,dtu,2861.24,3026.47,4098.17,4263.41,1236.94
KTaO3,5f22a1a7ad184a29bf240e78,mp-3614,True,2020-07-30T10:32:07.679000,dtu,3336.43,3822.44,4097.04,4583.05,760.611
K3GeS3,5f22a1a7ad184a29bf240e7a,mp-14434,True,2020-07-30T10:32:07.883000,dtu,2892.75,2913.42,4065.47,4086.15,1172.72
LiAlTe2,5f22a1a7ad184a29bf240e7c,mp-4586,True,2020-07-30T10:32:08.075000,dtu,2707.06,2707.04,4103.43,4103.41,1396.37
NaSr3NbO6,5f22a1a7b58a4a3d3003a453,mp-6361,True,2020-07-30T10:32:07.246000,dtu,4481.98,4550.24,5636.79,5705.06,1154.81
Ga2TeS2,5f22a1a7b58a4a3d3003a455,mp-27255,True,2020-07-30T10:32:07.358000,dtu,2563.28,2563.26,3555.95,3555.93,992.666
Ge3(BiO3)4,5f22a1a7b58a4a3d3003a457,mp-23560,True,2020-07-30T10:32:07.521000,dtu,4204.69,4257.1,5704.89,5757.31,1500.2
K2ZnTe2,5f22a1a7b58a4a3d3003a459,mp-12535,True,2020-07-30T10:32:07.621000,dtu,2359.89,2509.29,3579.76,3729.15,1219.86
CaWO4,5f22a1a7b58a4a3d3003a45b,mp-510563,True,2020-07-30T10:32:07.781000,dtu,4586.18,4586.15,5746.54,5746.51,1160.36
Rb2Zn3O4,5f22a1a7b58a4a3d3003a45d,mp-505501,True,2020-07-30T10:32:07.851000,dtu,2529.27,2529.25,3643.11,3643.09,1113.84
BaAl4S7,5f22a1a7b58a4a3d3003a45f,mp-8258,True,2020-07-30T10:32:08.079000,dtu,3958.12,4068.52,5664.88,5775.27,1706.75
Tl4SiS4,5f22a1a7b58a4a3d3003a461,mp-8479,True,2020-07-30T10:32:08.077000,dtu,2467.17,2726.8,3575.36,3834.99,1108.19
RbGaCl4,5f22a1a7c5384985221ceb6b,mp-30231,True,2020-07-30T10:32:07.268000,dtu,5407.96,5407.92,7497.92,7497.88,2089.97
LaCl3,5f22a1a7c5384985221ceb6d,mp-22896,True,2020-07-30T10:32:07.519000,dtu,5539.56,5558.34,7583.01,7601.79,2043.45
AsPO4,5f22a1a7c5384985221ceb6f,mp-8140,True,2020-07-30T10:32:07.785000,dtu,5534.93,5552.97,7589.91,7607.94,2054.97
LiGeBO4,5f22a1a7c5384985221ceb71,mp-8873,True,2020-07-30T10:32:07.995000,dtu,5551.91,5760.01,7618.71,7826.81,2066.8
NaAlP2O7,5f22a1a8314c69f46a073c25,mp-16777,True,2020-07-30T10:32:08.364000,dtu,6822.08,6822.03,9174.58,9174.53,2352.5
K2Te,5f22a1a8314c69f46a073c27,mp-1747,True,2020-07-30T10:32:08.363000,dtu,3118.51,3153.59,5158.08,5193.15,2039.56
KLiSe,5f22a1a8314c69f46a073c2a,mp-8756,True,2020-07-30T10:32:08.585000,dtu,3553.75,3566.1,5242.99,5255.34,1689.24
Al2O3,5f22a1a8314c69f46a073c2b,mp-1143,True,2020-07-30T10:32:08.586000,dtu,6867.08,6867.03,9290.03,9289.98,2422.95
Cd2P2O7,5f22a1a8314c69f46a073c2e,mp-27686,True,2020-07-30T10:32:08.815000,dtu,3731.9,4052.4,5177.53,5498.03,1445.64
AlClO,5f22a1a8314c69f46a073c2f,mp-27863,True,2020-07-30T10:32:08.825000,dtu,6729.49,6815.35,9250.54,9336.4,2521.05
Ba2YNbO6,5f22a1a8314c69f46a073c32,mp-7251,True,2020-07-30T10:32:09.048000,dtu,4104.29,4104.26,5150.11,5150.08,1045.83
CsBePO4,5f22a1a8314c69f46a073c33,mp-15395,True,2020-07-30T10:32:09.121000,dtu,6807.34,6807.29,9274.4,9274.35,2467.06
NaAg3O2,5f22a1a868c0040305054e2a,mp-27303,True,2020-07-30T10:32:08.183000,dtu,1094.61,1094.61,1536.68,1536.67,442.065
SrLiBi,5f22a1a868c0040305054e2c,mp-510112,True,2020-07-30T10:32:08.448000,dtu,1002.1,1002.09,1512.8,1512.8,510.707
K2Se3,5f22a1a868c0040305054e2e,mp-7670,True,2020-07-30T10:32:08.714000,dtu,1033.48,1207.16,1549.7,1723.39,516.222
Na10CaSn12,5f22a1a868c0040305054e30,mp-30252,True,2020-07-30T10:32:08.985000,dtu,956.858,956.851,1532.93,1532.93,576.075
Ca3PN,5f22a1a86e5d7cb95325818f,mp-11824,True,2020-07-30T10:32:08.443000,dtu,1706.94,1706.92,2503.74,2503.73,796.806
Tl2PAuS4,5f22a1a86e5d7cb953258190,mp-9510,True,2020-07-30T10:32:08.472000,dtu,1907.82,1996.03,2796.74,2884.95,888.921
Ta3N5,5f22a1a86e5d7cb953258193,mp-27488,True,2020-07-30T10:32:08.750000,dtu,1984.95,2144.46,2458.53,2618.05,473.584
LaSO,5f22a1a86e5d7cb953258194,mp-28626,True,2020-07-30T10:32:08.710000,dtu,2004.08,2616.16,2793.01,3405.09,788.929
KTa(CuSe2)2,5f22a1a86e5d7cb953258197,mp-6013,True,2020-07-30T10:32:08.955000,dtu,2055.42,2094.06,2752.82,2791.47,697.41
BaZrN2,5f22a1a86e5d7cb953258198,mp-3104,True,2020-07-30T10:32:08.997000,dtu,1845.99,1850.49,2489.56,2494.06,643.566
Ca2Ta2O7,5f22a1a8ad184a29bf240e7e,mp-14026,True,2020-07-30T10:32:08.315000,dtu,3457.29,3457.27,4120.26,4120.23,662.962
Ba2Nb6Te2O21,5f22a1a8ad184a29bf240e80,mp-16998,True,2020-07-30T10:32:08.517000,dtu,3317.29,3348.27,4058.25,4089.23,740.957
Bi3BrO4,5f22a1a8ad184a29bf240e82,mp-29447,True,2020-07-30T10:32:08.777000,dtu,2966.75,3050.95,4142.97,4227.17,1176.22
BaZnSO,5f22a1a8ad184a29bf240e84,mp-548469,True,2020-07-30T10:32:08.973000,dtu,2931.12,2931.1,4130.2,4130.17,1199.08
RbAu3Se2,5f22a1a8b58a4a3d3003a464,mp-9385,True,2020-07-30T10:32:08.314000,dtu,2444.49,2684.87,3565.37,3805.75,1120.88
Be3N2,5f22a1a8b58a4a3d3003a465,mp-18337,True,2020-07-30T10:32:08.312000,dtu,4134.07,4134.04,5743.0,5742.97,1608.93
CaNb2O6,5f22a1a8b58a4a3d3003a468,mp-17101,True,2020-07-30T10:32:08.556000,dtu,4649.28,4683.29,5659.94,5693.95,1010.66
Ba2LiReN4,5f22a1a8b58a4a3d3003a469,mp-10555,True,2020-07-30T10:32:08.558000,dtu,2583.03,2583.01,3573.0,3572.98,989.974
SrBiClO2,5f22a1a8b58a4a3d3003a46c,mp-547244,True,2020-07-30T10:32:08.820000,dtu,4116.03,4135.23,5705.81,5725.01,1589.78
Na3SiTe3,5f22a1a8b58a4a3d3003a46d,mp-17291,True,2020-07-30T10:32:08.819000,dtu,2445.35,2483.55,3603.86,3642.06,1158.51
LiGaI3,5f22a1a8b58a4a3d3003a470,mp-29345,True,2020-07-30T10:32:09.101000,dtu,2558.91,2590.53,3552.79,3584.41,993.878
Na3Mo(OF)3,5f22a1a8b58a4a3d3003a471,mp-18753,True,2020-07-30T10:32:09.094000,dtu,4503.0,4621.41,5696.6,5815.02,1193.6
LiYO2,5f22a1a8c5384985221ceb73,mp-7020,True,2020-07-30T10:32:08.207000,dtu,5188.12,5188.77,7583.12,7583.77,2394.99
Ba2Zn7F18,5f22a1a8c5384985221ceb75,mp-541827,True,2020-07-30T10:32:08.421000,dtu,5507.33,5551.98,7703.03,7747.68,2195.7
InF3,5f22a1a8c5384985221ceb77,mp-6949,True,2020-07-30T10:32:08.624000,dtu,5600.87,5608.22,7738.87,7746.22,2138.0
La2Hf2O7,5f22a1a8c5384985221ceb79,mp-12533,True,2020-07-30T10:32:08.846000,dtu,5628.21,5628.16,7667.64,7667.59,2039.43
BaBr2,5f22a1a8c5384985221ceb7b,mp-27456,True,2020-07-30T10:32:09.049000,dtu,5447.02,5448.29,7769.56,7770.82,2322.53
LiAlSe2,5f22a1a9314c69f46a073c35,mp-7117,True,2020-07-30T10:32:09.286000,dtu,3597.83,3597.81,5158.64,5158.62,1560.81
Na2B4O7,5f22a1a9314c69f46a073c37,mp-17941,True,2020-07-30T10:32:09.383000,dtu,6685.56,6725.61,9274.54,9314.59,2588.97
LiAl(MoO4)2,5f22a1a9314c69f46a073c39,mp-19209,True,2020-07-30T10:32:09.504000,dtu,4101.67,4134.15,5208.36,5240.85,1106.7
Sr3(PO4)2,5f22a1a9314c69f46a073c3b,mp-4632,True,2020-07-30T10:32:09.699000,dtu,6870.63,6941.82,9383.81,9455.0,2513.18
Sr(AlSe2)2,5f22a1a9314c69f46a073c3d,mp-8422,True,2020-07-30T10:32:09.798000,dtu,3627.0,3654.88,5181.82,5209.7,1554.82
BaBe2Si2O7,5f22a1a9314c69f46a073c3f,mp-12797,True,2020-07-30T10:32:09.903000,dtu,6783.75,7011.85,9361.47,9589.58,2577.73
CdSeO3,5f22a1a9314c69f46a073c41,mp-9186,True,2020-07-30T10:32:10.031000,dtu,3776.98,3829.1,5177.83,5229.95,1400.85
SrMgP2O7,5f22a1a9314c69f46a073c43,mp-18469,True,2020-07-30T10:32:10.141000,dtu,6775.28,6775.23,9350.11,9350.06,2574.83
CuBiSeO,5f22a1a968c0040305054e32,mp-23116,True,2020-07-30T10:32:09.253000,dtu,1101.37,1213.35,1509.27,1621.24,407.898
K2NiAs2,5f22a1a968c0040305054e34,mp-9673,True,2020-07-30T10:32:09.469000,dtu,1026.0,1063.88,1509.64,1547.51,483.633
CdCu2GeS4,5f22a1a968c0040305054e36,mp-13982,True,2020-07-30T10:32:09.703000,dtu,1076.64,1076.63,1512.85,1512.84,436.205
TlInS2,5f22a1a968c0040305054e38,mp-20042,True,2020-07-30T10:32:09.932000,dtu,1041.64,1586.3,1488.84,2033.5,447.199
CuBiS2,5f22a1a968c0040305054e3a,mp-22982,True,2020-07-30T10:32:10.157000,dtu,1022.21,1251.56,1455.22,1684.58,433.015
Cs2NbCuSe4,5f22a1a96e5d7cb95325819b,mp-15223,True,2020-07-30T10:32:09.205000,dtu,2039.6,2360.93,2751.08,3072.41,711.488
SrLi4N2,5f22a1a96e5d7cb95325819c,mp-15845,True,2020-07-30T10:32:09.310000,dtu,1510.09,1685.45,2534.72,2710.09,1024.63
Ca2VN3,5f22a1a96e5d7cb95325819e,mp-17892,True,2020-07-30T10:32:09.483000,dtu,2232.08,2282.35,2830.39,2880.67,598.315
RbAuBr4,5f22a1a96e5d7cb9532581a0,mp-510267,True,2020-07-30T10:32:09.586000,dtu,1743.18,1756.59,2539.36,2552.77,796.181
Sr2PbO4,5f22a1a96e5d7cb9532581a2,mp-20944,True,2020-07-30T10:32:09.762000,dtu,1985.05,2191.39,2938.9,3145.24,953.85
K2PtS2,5f22a1a96e5d7cb9532581a4,mp-7928,True,2020-07-30T10:32:09.810000,dtu,1773.09,2278.36,2457.2,2962.47,684.108
CdO2,5f22a1a96e5d7cb9532581a7,mp-2310,True,2020-07-30T10:32:09.988000,dtu,2125.3,2142.52,2935.5,2952.72,810.203
PtF4,5f22a1a96e5d7cb9532581a8,mp-8943,True,2020-07-30T10:32:10.039000,dtu,1878.24,1881.82,2482.1,2485.67,603.857
Ba2InO3F,5f22a1a9ad184a29bf240e86,mp-19956,True,2020-07-30T10:32:09.214000,dtu,2952.79,3501.38,4058.14,4606.73,1105.35
RbSbO2,5f22a1a9ad184a29bf240e88,mp-10418,True,2020-07-30T10:32:09.415000,dtu,2934.96,2952.11,4233.31,4250.46,1298.35
BiBrO,5f22a1a9ad184a29bf240e8a,mp-23072,True,2020-07-30T10:32:09.681000,dtu,2974.26,3343.14,4162.16,4531.04,1187.91
Rb2SeCl6,5f22a1a9ad184a29bf240e8c,mp-27829,True,2020-07-30T10:32:09.886000,dtu,2965.61,3141.13,4182.85,4358.37,1217.24
SnBr2,5f22a1a9ad184a29bf240e8e,mp-29862,True,2020-07-30T10:32:10.093000,dtu,2938.52,3004.79,4237.49,4303.77,1298.97
TiTl2F6,5f22a1a9b58a4a3d3003a474,mp-10402,True,2020-07-30T10:32:09.348000,dtu,4762.77,4813.01,5837.08,5887.32,1074.31
NClO,5f22a1a9b58a4a3d3003a475,mp-505727,True,2020-07-30T10:32:09.350000,dtu,2659.58,2784.81,3619.21,3744.44,959.628
BaH2,5f22a1a9b58a4a3d3003a478,mp-23715,True,2020-07-30T10:32:09.593000,dtu,3989.41,4462.03,5801.23,6273.86,1811.82
As2PbO6,5f22a1a9b58a4a3d3003a479,mp-20015,True,2020-07-30T10:32:09.591000,dtu,2698.77,3115.57,3580.71,3997.51,881.934
Na3SbS4,5f22a1a9b58a4a3d3003a47c,mp-10167,True,2020-07-30T10:32:09.839000,dtu,2585.04,2585.02,3716.05,3716.03,1131.0
ZnCN2,5f22a1a9b58a4a3d3003a47d,mp-29826,True,2020-07-30T10:32:09.844000,dtu,4131.53,4480.02,5783.16,6131.65,1651.63
SrMg2N2,5f22a1a9b58a4a3d3003a480,mp-10550,True,2020-07-30T10:32:10.152000,dtu,2484.4,2484.38,3710.97,3710.95,1226.57
Ca(AsO3)2,5f22a1a9b58a4a3d3003a481,mp-4555,True,2020-07-30T10:32:10.167000,dtu,4260.22,4528.15,5807.73,6075.66,1547.51
mp-3518,5f22a1a9c5384985221ceb7d,mp-3518,True,2020-07-30T10:32:09.258000,dtu,5725.73,5725.68,7791.31,7791.27,2065.59
Zn(PO3)2,5f22a1a9c5384985221ceb7f,mp-8230,True,2020-07-30T10:32:09.469000,dtu,5677.09,5722.28,7784.43,7829.63,2107.35
LaClO,5f22a1a9c5384985221ceb81,mp-23025,True,2020-07-30T10:32:09.690000,dtu,5655.86,5660.89,7853.58,7858.61,2197.72
Si2N2O,5f22a1a9c5384985221ceb83,mp-4497,True,2020-07-30T10:32:09.900000,dtu,5769.36,5769.32,7935.72,7935.68,2166.36
LiInF4,5f22a1a9c5384985221ceb85,mp-8892,True,2020-07-30T10:32:10.120000,dtu,5759.47,5759.42,7926.05,7926.01,2166.58
Na3BiO3,5f22a1aa314c69f46a073c45,mp-27914,True,2020-07-30T10:32:10.289000,dtu,3640.22,3665.69,5310.89,5336.37,1670.67
Na6S2ClO8F,5f22a1aa314c69f46a073c47,mp-23657,True,2020-07-30T10:32:10.375000,dtu,6862.4,6862.35,9491.5,9491.45,2629.1
LiNO3,5f22a1aa314c69f46a073c49,mp-8180,True,2020-07-30T10:32:10.517000,dtu,3953.43,4225.45,5340.22,5612.24,1386.79
SiCl4,5f22a1aa314c69f46a073c4b,mp-28391,True,2020-07-30T10:32:10.593000,dtu,6755.88,6779.3,9465.97,9489.39,2710.09
Zn(IO3)2,5f22a1aa314c69f46a073c4d,mp-23360,True,2020-07-30T10:32:10.741000,dtu,3896.74,3918.12,5318.12,5339.51,1421.38
SrBPO5,5f22a1aa314c69f46a073c4f,mp-6486,True,2020-07-30T10:32:10.822000,dtu,7044.75,7044.71,9528.7,9528.65,2483.94
La3TaO7,5f22a1aa314c69f46a073c51,mp-510513,True,2020-07-30T10:32:10.965000,dtu,4252.87,4265.9,5271.84,5284.87,1018.97
BaGeF6,5f22a1aa314c69f46a073c53,mp-14006,True,2020-07-30T10:32:11.107000,dtu,7307.63,7307.57,9597.15,9597.09,2289.52
Mg(BiO3)2,5f22a1aa68c0040305054e3c,mp-28447,True,2020-07-30T10:32:10.368000,dtu,1016.93,1016.92,1503.2,1503.2,486.27
NbI5,5f22a1aa68c0040305054e3e,mp-31487,True,2020-07-30T10:32:10.599000,dtu,1141.94,1151.78,1549.83,1559.67,407.886
Y2Cl3,5f22a1aa68c0040305054e40,mp-27678,True,2020-07-30T10:32:10.868000,dtu,1108.32,1220.17,1625.64,1737.49,517.32
ZnSiAs2,5f22a1aa68c0040305054e42,mp-3595,True,2020-07-30T10:32:11.132000,dtu,1181.27,1181.26,1619.52,1619.51,438.243
K4BeAs2,5f22a1aa6e5d7cb9532581ab,mp-29584,True,2020-07-30T10:32:10.246000,dtu,1815.94,1827.01,2902.88,2913.96,1086.94
AlAgO2,5f22a1aa6e5d7cb9532581ac,mp-9631,True,2020-07-30T10:32:10.280000,dtu,1779.28,2674.47,2464.99,3360.18,685.712
RbAu,5f22a1aa6e5d7cb9532581af,mp-30373,True,2020-07-30T10:32:10.498000,dtu,1905.9,3077.94,2869.44,4041.48,963.537
Sr3TaAs3O,5f22a1aa6e5d7cb9532581b0,mp-18199,True,2020-07-30T10:32:10.526000,dtu,1689.71,1735.21,2461.88,2507.38,772.172
SrLiP,5f22a1aa6e5d7cb9532581b3,mp-13276,True,2020-07-30T10:32:10.753000,dtu,1976.28,2059.03,2943.38,3026.13,967.101
Na2W4O13,5f22a1aa6e5d7cb9532581b4,mp-32533,True,2020-07-30T10:32:10.840000,dtu,2018.14,2523.79,2518.17,3023.83,500.038
BaAgTeF,5f22a1aa6e5d7cb9532581b6,mp-16742,True,2020-07-30T10:32:11.086000,dtu,2056.73,2056.71,2889.96,2889.94,833.232
Rb2SiAs2,5f22a1aa6e5d7cb9532581b8,mp-6960,True,2020-07-30T10:32:11.139000,dtu,1729.67,2037.41,2532.45,2840.18,802.779
ZnPbF6,5f22a1aaad184a29bf240e90,mp-13610,True,2020-07-30T10:32:10.309000,dtu,3047.17,3047.15,4247.0,4246.98,1199.83
YAgO2,5f22a1aaad184a29bf240e92,mp-510034,True,2020-07-30T10:32:10.528000,dtu,2924.98,3181.82,4157.67,4414.51,1232.7
CaPtF6,5f22a1aaad184a29bf240e94,mp-8255,True,2020-07-30T10:32:10.762000,dtu,3237.75,3239.37,4210.82,4212.44,973.07
BaLa2PtO5,5f22a1aaad184a29bf240e96,mp-8809,True,2020-07-30T10:32:10.979000,dtu,3227.17,3279.66,4185.1,4237.59,957.927
NClO6,5f22a1aab58a4a3d3003a484,mp-27774,True,2020-07-30T10:32:10.409000,dtu,2894.37,2904.18,3728.01,3737.82,833.636
TlF,5f22a1aab58a4a3d3003a485,mp-720,True,2020-07-30T10:32:10.467000,dtu,3991.29,4070.3,5841.78,5920.79,1850.49
Cd(GaS2)2,5f22a1aab58a4a3d3003a488,mp-4452,True,2020-07-30T10:32:10.668000,dtu,2624.2,2624.18,3719.59,3719.57,1095.39
Pb2CO4,5f22a1aab58a4a3d3003a489,mp-505702,True,2020-07-30T10:32:10.705000,dtu,4154.9,4255.42,5833.56,5934.08,1678.65
AlAgS2,5f22a1aab58a4a3d3003a48c,mp-5782,True,2020-07-30T10:32:10.937000,dtu,2582.45,2582.43,3748.07,3748.05,1165.62
ScBrO,5f22a1aab58a4a3d3003a48d,mp-546279,True,2020-07-30T10:32:10.980000,dtu,4650.49,4693.56,5803.35,5846.42,1152.87
CdPtF6,5f22a1aab58a4a3d3003a490,mp-5858,True,2020-07-30T10:32:11.172000,dtu,2819.57,2819.55,3701.4,3701.38,881.826
SrCO3,5f22a1aac5384985221ceb87,mp-3822,True,2020-07-30T10:32:10.347000,dtu,5871.54,5883.06,7878.15,7889.68,2006.62
CsNbF6,5f22a1aac5384985221ceb89,mp-11980,True,2020-07-30T10:32:10.569000,dtu,6671.66,6704.76,8030.09,8063.18,1358.43
Li6MgBr8,5f22a1aac5384985221ceb8b,mp-29008,True,2020-07-30T10:32:10.792000,dtu,5628.78,5628.74,8031.08,8031.04,2402.3
KNbF6,5f22a1aac5384985221ceb8d,mp-7571,True,2020-07-30T10:32:10.992000,dtu,6653.87,6683.25,7980.72,8010.1,1326.85
KSbO3,5f22a1ab314c69f46a073c55,mp-547792,True,2020-07-30T10:32:11.171000,dtu,3729.65,3881.09,5284.99,5436.44,1555.35
LiClO4,5f22a1ab314c69f46a073c57,mp-30301,True,2020-07-30T10:32:11.333000,dtu,7250.53,7269.39,9647.49,9666.35,2396.96
P4N3Cl11,5f22a1ab314c69f46a073c59,mp-28792,True,2020-07-30T10:32:11.403000,dtu,3914.71,3947.1,5278.88,5311.28,1364.17
NaClO4,5f22a1ab314c69f46a073c5b,mp-22968,True,2020-07-30T10:32:11.594000,dtu,7308.23,7512.15,9734.82,9938.74,2426.6
SnCl2,5f22a1ab314c69f46a073c5d,mp-29179,True,2020-07-30T10:32:11.661000,dtu,3704.32,3736.85,5267.55,5300.07,1563.23
LiAlCl4,5f22a1ab314c69f46a073c5f,mp-22983,True,2020-07-30T10:32:11.900000,dtu,6738.49,6738.84,9662.89,9663.24,2924.4
LiBiF6,5f22a1ab314c69f46a073c61,mp-27419,True,2020-07-30T10:32:11.884000,dtu,3809.39,3834.23,5424.22,5449.06,1614.83
NaNO3,5f22a1ab314c69f46a073c64,mp-4531,True,2020-07-30T10:32:12.184000,dtu,3963.83,4138.31,5373.08,5547.56,1409.25
K3Na(SO4)2,5f22a1ab314c69f46a073c65,mp-22457,True,2020-07-30T10:32:12.210000,dtu,7225.47,7300.47,9805.19,9880.19,2579.72
TeAuI,5f22a1ab68c0040305054e44,mp-504668,True,2020-07-30T10:32:11.365000,dtu,1131.37,1144.18,1637.46,1650.27,506.094
Sr3SbN,5f22a1ab68c0040305054e46,mp-7752,True,2020-07-30T10:32:11.559000,dtu,1076.03,1076.02,1623.85,1623.85,547.829
Sr(CdP)2,5f22a1ab68c0040305054e48,mp-8277,True,2020-07-30T10:32:11.804000,dtu,1095.8,1115.72,1558.77,1578.68,462.962
K2Ni3S4,5f22a1ab68c0040305054e4a,mp-17228,True,2020-07-30T10:32:12.046000,dtu,1186.32,1306.46,1640.09,1760.24,453.775
HgF,5f22a1ab6e5d7cb9532581ba,mp-706,True,2020-07-30T10:32:11.380000,dtu,2022.23,2844.3,2850.61,3672.68,828.38
Na4HgP2,5f22a1ab6e5d7cb9532581bc,mp-28591,True,2020-07-30T10:32:11.397000,dtu,1615.24,1712.16,2493.44,2590.36,878.198
Sr4As2O,5f22a1ab6e5d7cb9532581bf,mp-8299,True,2020-07-30T10:32:11.616000,dtu,1859.8,1921.26,2874.58,2936.05,1014.79
Ba2GeSe4,5f22a1ab6e5d7cb9532581c0,mp-11902,True,2020-07-30T10:32:11.704000,dtu,1779.98,1779.96,2541.04,2541.03,761.066
Cs2SiP2,5f22a1ab6e5d7cb9532581c2,mp-8932,True,2020-07-30T10:32:11.868000,dtu,2046.65,2545.19,2934.33,3432.87,887.682
InS,5f22a1ab6e5d7cb9532581c4,mp-20094,True,2020-07-30T10:32:12.007000,dtu,1760.55,1991.67,2514.29,2745.41,753.739
K2NaAlAs2,5f22a1ab6e5d7cb9532581c6,mp-9069,True,2020-07-30T10:32:12.147000,dtu,1938.58,2085.04,2899.66,3046.13,961.089
NbBO4,5f22a1abad184a29bf240e98,mp-8615,True,2020-07-30T10:32:11.180000,dtu,3567.13,3583.22,4213.29,4229.38,646.161
Ba2SnS3F2,5f22a1abad184a29bf240e9a,mp-17918,True,2020-07-30T10:32:11.385000,dtu,2926.79,2926.77,4217.15,4217.13,1290.36
RbPbI3,5f22a1abad184a29bf240e9c,mp-23517,True,2020-07-30T10:32:11.592000,dtu,2911.99,2942.13,4189.76,4219.9,1277.77
Te6Br2O11,5f22a1abad184a29bf240e9e,mp-29251,True,2020-07-30T10:32:11.831000,dtu,3142.2,3142.18,4231.52,4231.49,1089.31
K2TeS3,5f22a1abad184a29bf240ea0,mp-505556,True,2020-07-30T10:32:12.026000,dtu,2887.84,2900.28,4236.78,4249.23,1348.94
AsClF8,5f22a1abb58a4a3d3003a491,mp-27926,True,2020-07-30T10:32:11.203000,dtu,4381.19,4395.7,5914.93,5929.44,1533.74
LaI3,5f22a1abb58a4a3d3003a494,mp-27979,True,2020-07-30T10:32:11.506000,dtu,2637.85,2707.57,3712.4,3782.12,1074.55
Mg2PN3,5f22a1abb58a4a3d3003a495,mp-3933,True,2020-07-30T10:32:11.511000,dtu,4272.85,4944.89,5927.54,6599.58,1654.69
Na4SeO5,5f22a1abb58a4a3d3003a498,mp-29871,True,2020-07-30T10:32:11.782000,dtu,2653.33,2684.54,3736.0,3767.21,1082.67
As2O3,5f22a1abb58a4a3d3003a499,mp-1581,True,2020-07-30T10:32:11.788000,dtu,4325.17,4365.22,5935.46,5975.5,1610.28
AgNO3,5f22a1abb58a4a3d3003a49c,mp-552185,True,2020-07-30T10:32:12.060000,dtu,2635.72,2954.42,3659.31,3978.0,1023.59
LiGaO2,5f22a1abb58a4a3d3003a49d,mp-5854,True,2020-07-30T10:32:12.058000,dtu,4137.58,4137.55,5870.98,5870.95,1733.4
CaBr2,5f22a1abc5384985221ceb8f,mp-22888,True,2020-07-30T10:32:11.206000,dtu,5548.09,5548.05,8096.21,8096.17,2548.12
CsCaBr3,5f22a1abc5384985221ceb91,mp-30056,True,2020-07-30T10:32:11.435000,dtu,5550.05,5704.71,8082.55,8237.21,2532.49
NaTeF5,5f22a1abc5384985221ceb93,mp-29355,True,2020-07-30T10:32:11.648000,dtu,6137.88,6137.84,8127.55,8127.5,1989.66
Na2CO3,5f22a1abc5384985221ceb95,mp-22381,True,2020-07-30T10:32:11.845000,dtu,6088.53,6101.03,8159.85,8172.35,2071.32
BeSiN2,5f22a1abc5384985221ceb97,mp-7913,True,2020-07-30T10:32:12.047000,dtu,5995.42,6162.32,8185.18,8352.08,2189.76
Li3BS3,5f22a1ac314c69f46a073c68,mp-5614,True,2020-07-30T10:32:12.405000,dtu,3701.69,3701.66,5360.8,5360.77,1659.1
KClO4,5f22a1ac314c69f46a073c69,mp-23526,True,2020-07-30T10:32:12.445000,dtu,7269.96,7286.99,9771.93,9788.96,2501.97
Ba(SbO3)2,5f22a1ac314c69f46a073c6c,mp-9127,True,2020-07-30T10:32:12.628000,dtu,3864.82,3942.43,5439.98,5517.59,1575.16
RbClO4,5f22a1ac314c69f46a073c6d,mp-28433,True,2020-07-30T10:32:12.690000,dtu,7273.38,7287.22,9820.46,9834.29,2547.08
TlBO2,5f22a1ac314c69f46a073c6f,mp-28244,True,2020-07-30T10:32:12.905000,dtu,3776.0,3775.97,5433.1,5433.08,1657.11
MgCl2,5f22a1ac314c69f46a073c71,mp-23210,True,2020-07-30T10:32:12.950000,dtu,7005.11,7005.06,9918.3,9918.25,2913.2
K3VO4,5f22a1ac314c69f46a073c74,mp-19052,True,2020-07-30T10:32:13.144000,dtu,4383.83,4404.14,5408.58,5428.88,1024.75
Na10SrSn12,5f22a1ac68c0040305054e4c,mp-30253,True,2020-07-30T10:32:12.232000,dtu,964.524,973.022,1554.4,1562.89,589.873
SnS,5f22a1ac68c0040305054e4e,mp-2231,True,2020-07-30T10:32:12.426000,dtu,1116.79,1308.93,1617.43,1809.57,500.64
